journal,year,accepted,rejected,rejection_rate,IF,citations,citable_items
symmetry,2021,2435,2814,0.5361021146885121,2.940,16177,2380
symmetry,2022,2760,3486,0.5581171950048031,NA,NA,NA
symmetry,2023,262,368,0.5841269841269842,NA,NA,NA
toxics,2013,7,10,0.5882352941176471,NA,NA,NA
toxics,2014,28,17,0.37777777777777777,NA,NA,NA
toxics,2015,26,19,0.4222222222222222,NA,NA,NA
toxics,2016,31,33,0.515625,NA,NA,NA
toxics,2017,43,32,0.4266666666666667,NA,NA,NA
toxics,2018,65,53,0.4491525423728814,NA,NA,NA
toxics,2019,65,81,0.5547945205479452,3.271,697,60
toxics,2020,128,180,0.5844155844155844,4.146,1215,122
toxics,2021,366,340,0.48158640226628896,4.472,2133,354
toxics,2022,837,456,0.35266821345707655,NA,NA,NA
toxics,2023,94,58,0.3815789473684211,NA,NA,NA
toxins,2012,93,6,0.06060606060606061,NA,NA,NA
toxins,2013,162,53,0.24651162790697675,NA,NA,NA
toxins,2014,201,151,0.4289772727272727,NA,NA,NA
toxins,2015,345,173,0.333976833976834,NA,NA,NA
toxins,2016,379,302,0.4434654919236417,3.030,3911,359
toxins,2017,414,297,0.4177215189873418,3.273,5341,393
toxins,2018,534,366,0.4066666666666667,3.895,7709,524
toxins,2019,748,545,0.4215003866976025,3.531,9582,722
toxins,2020,811,539,0.39925925925925926,4.546,15329,779
toxins,2021,913,544,0.37336993822923814,5.075,20081,876
toxins,2022,900,484,0.34971098265895956,NA,NA,NA
toxins,2023,81,53,0.39552238805970147,NA,NA,NA
tropicalmed,2016,8,15,0.6521739130434783,NA,NA,NA
tropicalmed,2017,65,93,0.5886075949367089,NA,NA,NA
tropicalmed,2018,133,202,0.6029850746268657,NA,NA,NA
tropicalmed,2019,142,107,0.42971887550200805,NA,NA,NA
tropicalmed,2020,191,170,0.4709141274238227,NA,NA,NA
tropicalmed,2021,212,168,0.4421052631578947,NA,NA,NA
tropicalmed,2022,473,513,0.5202839756592292,NA,NA,NA
tropicalmed,2023,65,96,0.5962732919254659,NA,NA,NA
universe,2014,1,1,0.5,NA,NA,NA
universe,2015,18,16,0.47058823529411764,NA,NA,NA
universe,2016,34,36,0.5142857142857142,NA,NA,NA
universe,2017,85,65,0.43333333333333335,NA,NA,NA
universe,2018,156,49,0.23902439024390243,2.165,418,147
universe,2019,227,95,0.2950310559006211,1.752,665,224
universe,2020,242,205,0.45861297539149887,2.278,1440,233
universe,2021,526,249,0.32129032258064516,2.813,2298,491
universe,2022,670,246,0.2685589519650655,NA,NA,NA
universe,2023,48,27,0.36,NA,NA,NA
vaccines,2013,33,15,0.3125,NA,NA,NA
vaccines,2014,39,18,0.3157894736842105,NA,NA,NA
vaccines,2015,51,22,0.3013698630136986,NA,NA,NA
vaccines,2016,49,14,0.2222222222222222,NA,NA,NA
vaccines,2017,52,25,0.3246753246753247,NA,NA,NA
vaccines,2018,85,22,0.205607476635514,4.760,1077,81
vaccines,2019,226,110,0.3273809523809524,4.086,1493,206
vaccines,2020,788,282,0.2635514018691589,4.422,3381,753
vaccines,2021,1560,694,0.30789707187222715,4.961,11012,1440
vaccines,2022,2216,846,0.2762900065316786,NA,NA,NA
vaccines,2023,226,86,0.27564102564102566,NA,NA,NA
vetsci,2013,2,3,0.6,NA,NA,NA
vetsci,2014,12,21,0.6363636363636364,NA,NA,NA
vetsci,2015,33,41,0.5540540540540541,NA,NA,NA
vetsci,2016,36,37,0.5068493150684932,NA,NA,NA
vetsci,2017,67,47,0.41228070175438597,NA,NA,NA
vetsci,2018,105,62,0.3712574850299401,NA,NA,NA
vetsci,2019,106,90,0.45918367346938777,NA,NA,NA
vetsci,2020,209,237,0.531390134529148,2.304,898,205
vetsci,2021,344,375,0.521557719054242,2.518,1540,317
vetsci,2022,720,569,0.44142746314972847,NA,NA,NA
vetsci,2023,73,57,0.43846153846153846,NA,NA,NA
viruses,2012,195,9,0.04411764705882353,NA,NA,NA
viruses,2013,179,100,0.35842293906810035,NA,NA,NA
viruses,2014,265,214,0.44676409185803756,NA,NA,NA
viruses,2015,367,315,0.46187683284457476,NA,NA,NA
viruses,2016,332,329,0.4977307110438729,3.465,4670,331
viruses,2017,406,332,0.44986449864498645,3.761,6145,385
viruses,2018,738,490,0.3990228013029316,3.811,8083,722
viruses,2019,1193,809,0.40409590409590407,3.816,11303,1141
viruses,2020,1481,1550,0.511382382052128,5.048,22399,1437
viruses,2021,2574,1709,0.39901937893999534,5.818,32793,2417
viruses,2022,2895,2148,0.42593694229625223,NA,NA,NA
viruses,2023,267,221,0.45286885245901637,NA,NA,NA
water,2013,118,198,0.6265822784810127,NA,NA,NA
water,2014,211,352,0.6252220248667851,NA,NA,NA
water,2015,357,655,0.6472332015810277,NA,NA,NA
water,2016,606,893,0.5957304869913276,1.832,1970,602
water,2017,1006,1225,0.5490811295383237,2.069,3797,967
water,2018,1921,1999,0.5099489795918367,2.524,7785,1857
water,2019,2739,3046,0.526534140017286,2.544,13460,2608
water,2020,3538,3198,0.4747624703087886,3.103,25371,3489
water,2021,3649,2410,0.39775540518237334,3.530,40530,3488
water,2022,4245,2846,0.4013538287970667,NA,NA,NA
water,2023,388,251,0.39280125195618154,NA,NA,NA
