journal,year,volume,issue,article,SI,DOI,event,date
Biomimetics,2019,4,1,23,"
(This article belongs to the Special Issue Fluid Dynamic Interactions in Biological and Bioinspired Propulsion)",https://doi.org/10.3390/biomimetics4010023,Published,2019-03-12
Biomimetics,2019,4,1,24,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4010024,Received,2019-01-08
Biomimetics,2019,4,1,24,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4010024,Revised,2019-03-05
Biomimetics,2019,4,1,24,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4010024,Accepted,2019-03-06
Biomimetics,2019,4,1,24,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4010024,Published,2019-03-14
Biomimetics,2019,4,1,25,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4010025,Received,2019-02-02
Biomimetics,2019,4,1,25,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4010025,Revised,2019-03-06
Biomimetics,2019,4,1,25,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4010025,Accepted,2019-03-06
Biomimetics,2019,4,1,25,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4010025,Published,2019-03-18
Biomimetics,2019,4,1,26,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4010026,Received,2018-12-10
Biomimetics,2019,4,1,26,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4010026,Revised,2019-02-25
Biomimetics,2019,4,1,26,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4010026,Accepted,2019-02-26
Biomimetics,2019,4,1,26,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4010026,Published,2019-03-20
Biomimetics,2019,4,1,27,Normal Issue,https://doi.org/10.3390/biomimetics4010027,Received,2019-01-15
Biomimetics,2019,4,1,27,Normal Issue,https://doi.org/10.3390/biomimetics4010027,Revised,2019-03-15
Biomimetics,2019,4,1,27,Normal Issue,https://doi.org/10.3390/biomimetics4010027,Accepted,2019-03-18
Biomimetics,2019,4,1,27,Normal Issue,https://doi.org/10.3390/biomimetics4010027,Published,2019-03-22
Biomimetics,2019,4,1,28,"
(This article belongs to the Special Issue Selected Papers from Living Machines 2018)",https://doi.org/10.3390/biomimetics4010028,Received,2018-11-12
Biomimetics,2019,4,1,28,"
(This article belongs to the Special Issue Selected Papers from Living Machines 2018)",https://doi.org/10.3390/biomimetics4010028,Revised,2019-02-21
Biomimetics,2019,4,1,28,"
(This article belongs to the Special Issue Selected Papers from Living Machines 2018)",https://doi.org/10.3390/biomimetics4010028,Accepted,2019-03-11
Biomimetics,2019,4,1,28,"
(This article belongs to the Special Issue Selected Papers from Living Machines 2018)",https://doi.org/10.3390/biomimetics4010028,Published,2019-03-22
Biomimetics,2019,4,2,29,Normal Issue,https://doi.org/10.3390/biomimetics4020029,Received,2019-03-06
Biomimetics,2019,4,2,29,Normal Issue,https://doi.org/10.3390/biomimetics4020029,Revised,2019-03-25
Biomimetics,2019,4,2,29,Normal Issue,https://doi.org/10.3390/biomimetics4020029,Accepted,2019-03-27
Biomimetics,2019,4,2,29,Normal Issue,https://doi.org/10.3390/biomimetics4020029,Published,2019-03-31
Biomimetics,2019,4,2,30,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4020030,Received,2019-02-28
Biomimetics,2019,4,2,30,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4020030,Revised,2019-03-24
Biomimetics,2019,4,2,30,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4020030,Accepted,2019-03-25
Biomimetics,2019,4,2,30,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4020030,Published,2019-04-04
Biomimetics,2019,4,2,31,Normal Issue,https://doi.org/10.3390/biomimetics4020031,Received,2019-01-24
Biomimetics,2019,4,2,31,Normal Issue,https://doi.org/10.3390/biomimetics4020031,Revised,2019-04-09
Biomimetics,2019,4,2,31,Normal Issue,https://doi.org/10.3390/biomimetics4020031,Accepted,2019-04-09
Biomimetics,2019,4,2,31,Normal Issue,https://doi.org/10.3390/biomimetics4020031,Published,2019-04-11
Biomimetics,2019,4,2,32,"
(This article belongs to the Special Issue Chitin- and Chitosan-Based Composite Materials)",https://doi.org/10.3390/biomimetics4020032,Received,2019-02-13
Biomimetics,2019,4,2,32,"
(This article belongs to the Special Issue Chitin- and Chitosan-Based Composite Materials)",https://doi.org/10.3390/biomimetics4020032,Revised,2019-04-05
Biomimetics,2019,4,2,32,"
(This article belongs to the Special Issue Chitin- and Chitosan-Based Composite Materials)",https://doi.org/10.3390/biomimetics4020032,Accepted,2019-04-15
Biomimetics,2019,4,2,32,"
(This article belongs to the Special Issue Chitin- and Chitosan-Based Composite Materials)",https://doi.org/10.3390/biomimetics4020032,Published,2019-04-25
Biomimetics,2019,4,2,33,"
(This article belongs to the Special Issue Selected Papers the Mechanobiology in Biomimetics 2018 Annual Symposium)",https://doi.org/10.3390/biomimetics4020033,Received,2019-02-13
Biomimetics,2019,4,2,33,"
(This article belongs to the Special Issue Selected Papers the Mechanobiology in Biomimetics 2018 Annual Symposium)",https://doi.org/10.3390/biomimetics4020033,Revised,2019-04-11
Biomimetics,2019,4,2,33,"
(This article belongs to the Special Issue Selected Papers the Mechanobiology in Biomimetics 2018 Annual Symposium)",https://doi.org/10.3390/biomimetics4020033,Accepted,2019-04-23
Biomimetics,2019,4,2,33,"
(This article belongs to the Special Issue Selected Papers the Mechanobiology in Biomimetics 2018 Annual Symposium)",https://doi.org/10.3390/biomimetics4020033,Published,2019-04-27
Biomimetics,2019,4,2,34,"
(This article belongs to the Special Issue Proto-Architecture and Unconventional Biomaterials)",https://doi.org/10.3390/biomimetics4020034,Received,2019-03-13
Biomimetics,2019,4,2,34,"
(This article belongs to the Special Issue Proto-Architecture and Unconventional Biomaterials)",https://doi.org/10.3390/biomimetics4020034,Revised,2019-04-19
Biomimetics,2019,4,2,34,"
(This article belongs to the Special Issue Proto-Architecture and Unconventional Biomaterials)",https://doi.org/10.3390/biomimetics4020034,Accepted,2019-04-24
Biomimetics,2019,4,2,34,"
(This article belongs to the Special Issue Proto-Architecture and Unconventional Biomaterials)",https://doi.org/10.3390/biomimetics4020034,Published,2019-04-29
Biomimetics,2019,4,2,35,"
(This article belongs to the Special Issue Selected Papers from N.I.C.E. 2018)",https://doi.org/10.3390/biomimetics4020035,Received,2019-02-28
Biomimetics,2019,4,2,35,"
(This article belongs to the Special Issue Selected Papers from N.I.C.E. 2018)",https://doi.org/10.3390/biomimetics4020035,Revised,2019-04-26
Biomimetics,2019,4,2,35,"
(This article belongs to the Special Issue Selected Papers from N.I.C.E. 2018)",https://doi.org/10.3390/biomimetics4020035,Accepted,2019-04-29
Biomimetics,2019,4,2,35,"
(This article belongs to the Special Issue Selected Papers from N.I.C.E. 2018)",https://doi.org/10.3390/biomimetics4020035,Published,2019-05-08
Biomimetics,2019,4,2,36,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4020036,Received,2019-02-14
Biomimetics,2019,4,2,36,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4020036,Revised,2019-03-31
Biomimetics,2019,4,2,36,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4020036,Accepted,2019-05-06
Biomimetics,2019,4,2,36,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4020036,Published,2019-05-10
Biomimetics,2019,4,2,37,"
(This article belongs to the Special Issue Selected Papers from N.I.C.E. 2018)",https://doi.org/10.3390/biomimetics4020037,Received,2019-01-30
Biomimetics,2019,4,2,37,"
(This article belongs to the Special Issue Selected Papers from N.I.C.E. 2018)",https://doi.org/10.3390/biomimetics4020037,Revised,2019-05-02
Biomimetics,2019,4,2,37,"
(This article belongs to the Special Issue Selected Papers from N.I.C.E. 2018)",https://doi.org/10.3390/biomimetics4020037,Accepted,2019-05-06
Biomimetics,2019,4,2,37,"
(This article belongs to the Special Issue Selected Papers from N.I.C.E. 2018)",https://doi.org/10.3390/biomimetics4020037,Published,2019-05-13
Biomimetics,2019,4,2,38,Normal Issue,https://doi.org/10.3390/biomimetics4020038,Received,2019-02-13
Biomimetics,2019,4,2,38,Normal Issue,https://doi.org/10.3390/biomimetics4020038,Revised,2019-04-30
Biomimetics,2019,4,2,38,Normal Issue,https://doi.org/10.3390/biomimetics4020038,Accepted,2019-05-17
Biomimetics,2019,4,2,38,Normal Issue,https://doi.org/10.3390/biomimetics4020038,Published,2019-05-24
Biomimetics,2019,4,2,39,"
(This article belongs to the Special Issue Bioinspired Intelligence)",https://doi.org/10.3390/biomimetics4020039,Received,2019-03-14
Biomimetics,2019,4,2,39,"
(This article belongs to the Special Issue Bioinspired Intelligence)",https://doi.org/10.3390/biomimetics4020039,Revised,2019-05-16
Biomimetics,2019,4,2,39,"
(This article belongs to the Special Issue Bioinspired Intelligence)",https://doi.org/10.3390/biomimetics4020039,Accepted,2019-05-22
Biomimetics,2019,4,2,39,"
(This article belongs to the Special Issue Bioinspired Intelligence)",https://doi.org/10.3390/biomimetics4020039,Published,2019-05-28
Biomimetics,2019,4,2,40,"
(This article belongs to the Special Issue Selected Papers from N.I.C.E. 2018)",https://doi.org/10.3390/biomimetics4020040,Received,2019-02-12
Biomimetics,2019,4,2,40,"
(This article belongs to the Special Issue Selected Papers from N.I.C.E. 2018)",https://doi.org/10.3390/biomimetics4020040,Revised,2019-05-25
Biomimetics,2019,4,2,40,"
(This article belongs to the Special Issue Selected Papers from N.I.C.E. 2018)",https://doi.org/10.3390/biomimetics4020040,Accepted,2019-05-28
Biomimetics,2019,4,2,40,"
(This article belongs to the Special Issue Selected Papers from N.I.C.E. 2018)",https://doi.org/10.3390/biomimetics4020040,Published,2019-05-30
Biomimetics,2019,4,2,41,"
(This article belongs to the Special Issue Selected Papers from Bioinspired Materials 2018)",https://doi.org/10.3390/biomimetics4020041,Received,2019-02-17
Biomimetics,2019,4,2,41,"
(This article belongs to the Special Issue Selected Papers from Bioinspired Materials 2018)",https://doi.org/10.3390/biomimetics4020041,Revised,2019-06-12
Biomimetics,2019,4,2,41,"
(This article belongs to the Special Issue Selected Papers from Bioinspired Materials 2018)",https://doi.org/10.3390/biomimetics4020041,Accepted,2019-06-20
Biomimetics,2019,4,2,41,"
(This article belongs to the Special Issue Selected Papers from Bioinspired Materials 2018)",https://doi.org/10.3390/biomimetics4020041,Published,2019-06-25
Biomimetics,2019,4,2,42,"
(This article belongs to the Special Issue Selected Papers from N.I.C.E. 2018)",https://doi.org/10.3390/biomimetics4020042,Received,2019-02-27
Biomimetics,2019,4,2,42,"
(This article belongs to the Special Issue Selected Papers from N.I.C.E. 2018)",https://doi.org/10.3390/biomimetics4020042,Revised,2019-05-14
Biomimetics,2019,4,2,42,"
(This article belongs to the Special Issue Selected Papers from N.I.C.E. 2018)",https://doi.org/10.3390/biomimetics4020042,Accepted,2019-06-20
Biomimetics,2019,4,2,42,"
(This article belongs to the Special Issue Selected Papers from N.I.C.E. 2018)",https://doi.org/10.3390/biomimetics4020042,Published,2019-06-25
Biomimetics,2019,4,2,43,"
(This article belongs to the Special Issue Biomimetic Nanotechnology for Biomedical Applications—Selected Papers from NanoBio&Med 2018)",https://doi.org/10.3390/biomimetics4020043,Received,2019-04-26
Biomimetics,2019,4,2,43,"
(This article belongs to the Special Issue Biomimetic Nanotechnology for Biomedical Applications—Selected Papers from NanoBio&Med 2018)",https://doi.org/10.3390/biomimetics4020043,Revised,2019-05-29
Biomimetics,2019,4,2,43,"
(This article belongs to the Special Issue Biomimetic Nanotechnology for Biomedical Applications—Selected Papers from NanoBio&Med 2018)",https://doi.org/10.3390/biomimetics4020043,Accepted,2019-06-21
Biomimetics,2019,4,2,43,"
(This article belongs to the Special Issue Biomimetic Nanotechnology for Biomedical Applications—Selected Papers from NanoBio&Med 2018)",https://doi.org/10.3390/biomimetics4020043,Published,2019-06-25
Biomimetics,2019,4,3,44,"
(This article belongs to the Special Issue Fluid Dynamic Interactions in Biological and Bioinspired Propulsion)",https://doi.org/10.3390/biomimetics4030044,Received,2019-05-28
Biomimetics,2019,4,3,44,"
(This article belongs to the Special Issue Fluid Dynamic Interactions in Biological and Bioinspired Propulsion)",https://doi.org/10.3390/biomimetics4030044,Revised,2019-06-29
Biomimetics,2019,4,3,44,"
(This article belongs to the Special Issue Fluid Dynamic Interactions in Biological and Bioinspired Propulsion)",https://doi.org/10.3390/biomimetics4030044,Accepted,2019-07-02
Biomimetics,2019,4,3,44,"
(This article belongs to the Special Issue Fluid Dynamic Interactions in Biological and Bioinspired Propulsion)",https://doi.org/10.3390/biomimetics4030044,Published,2019-07-05
Biomimetics,2019,4,3,45,"
(This article belongs to the Special Issue Proto-Architecture and Unconventional Biomaterials)",https://doi.org/10.3390/biomimetics4030045,Received,2019-02-27
Biomimetics,2019,4,3,45,"
(This article belongs to the Special Issue Proto-Architecture and Unconventional Biomaterials)",https://doi.org/10.3390/biomimetics4030045,Revised,2019-07-01
Biomimetics,2019,4,3,45,"
(This article belongs to the Special Issue Proto-Architecture and Unconventional Biomaterials)",https://doi.org/10.3390/biomimetics4030045,Accepted,2019-07-01
Biomimetics,2019,4,3,45,"
(This article belongs to the Special Issue Proto-Architecture and Unconventional Biomaterials)",https://doi.org/10.3390/biomimetics4030045,Published,2019-07-05
Biomimetics,2019,4,3,46,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4030046,Received,2019-05-17
Biomimetics,2019,4,3,46,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4030046,Revised,2019-06-28
Biomimetics,2019,4,3,46,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4030046,Accepted,2019-07-01
Biomimetics,2019,4,3,46,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4030046,Published,2019-07-09
Biomimetics,2019,4,3,47,"
(This article belongs to the Special Issue Bioinspired Intelligence)",https://doi.org/10.3390/biomimetics4030047,Received,2019-03-19
Biomimetics,2019,4,3,47,"
(This article belongs to the Special Issue Bioinspired Intelligence)",https://doi.org/10.3390/biomimetics4030047,Revised,2019-05-22
Biomimetics,2019,4,3,47,"
(This article belongs to the Special Issue Bioinspired Intelligence)",https://doi.org/10.3390/biomimetics4030047,Accepted,2019-06-25
Biomimetics,2019,4,3,47,"
(This article belongs to the Special Issue Bioinspired Intelligence)",https://doi.org/10.3390/biomimetics4030047,Published,2019-07-10
Biomimetics,2019,4,3,48,"
(This article belongs to the Special Issue Selected Papers from N.I.C.E. 2018)",https://doi.org/10.3390/biomimetics4030048,Received,2019-05-03
Biomimetics,2019,4,3,48,"
(This article belongs to the Special Issue Selected Papers from N.I.C.E. 2018)",https://doi.org/10.3390/biomimetics4030048,Revised,2019-06-22
Biomimetics,2019,4,3,48,"
(This article belongs to the Special Issue Selected Papers from N.I.C.E. 2018)",https://doi.org/10.3390/biomimetics4030048,Accepted,2019-07-04
Biomimetics,2019,4,3,48,"
(This article belongs to the Special Issue Selected Papers from N.I.C.E. 2018)",https://doi.org/10.3390/biomimetics4030048,Published,2019-07-10
Biomimetics,2019,4,3,49,Normal Issue,https://doi.org/10.3390/biomimetics4030049,Received,2019-06-17
Biomimetics,2019,4,3,49,Normal Issue,https://doi.org/10.3390/biomimetics4030049,Revised,2019-07-06
Biomimetics,2019,4,3,49,Normal Issue,https://doi.org/10.3390/biomimetics4030049,Accepted,2019-07-08
Biomimetics,2019,4,3,49,Normal Issue,https://doi.org/10.3390/biomimetics4030049,Published,2019-07-10
Biomimetics,2019,4,3,50,"
(This article belongs to the Special Issue Selected Papers from Bioinspired Materials 2018)",https://doi.org/10.3390/biomimetics4030050,Received,2019-03-13
Biomimetics,2019,4,3,50,"
(This article belongs to the Special Issue Selected Papers from Bioinspired Materials 2018)",https://doi.org/10.3390/biomimetics4030050,Revised,2019-06-24
Biomimetics,2019,4,3,50,"
(This article belongs to the Special Issue Selected Papers from Bioinspired Materials 2018)",https://doi.org/10.3390/biomimetics4030050,Accepted,2019-07-08
Biomimetics,2019,4,3,50,"
(This article belongs to the Special Issue Selected Papers from Bioinspired Materials 2018)",https://doi.org/10.3390/biomimetics4030050,Published,2019-07-11
Biomimetics,2019,4,3,51,"
(This article belongs to the Special Issue Fluid Dynamic Interactions in Biological and Bioinspired Propulsion)",https://doi.org/10.3390/biomimetics4030051,Received,2019-06-07
Biomimetics,2019,4,3,51,"
(This article belongs to the Special Issue Fluid Dynamic Interactions in Biological and Bioinspired Propulsion)",https://doi.org/10.3390/biomimetics4030051,Revised,2019-07-15
Biomimetics,2019,4,3,51,"
(This article belongs to the Special Issue Fluid Dynamic Interactions in Biological and Bioinspired Propulsion)",https://doi.org/10.3390/biomimetics4030051,Accepted,2019-07-17
Biomimetics,2019,4,3,51,"
(This article belongs to the Special Issue Fluid Dynamic Interactions in Biological and Bioinspired Propulsion)",https://doi.org/10.3390/biomimetics4030051,Published,2019-07-22
Biomimetics,2019,4,3,52,Normal Issue,https://doi.org/10.3390/biomimetics4030052,Received,2019-06-19
Biomimetics,2019,4,3,52,Normal Issue,https://doi.org/10.3390/biomimetics4030052,Revised,2019-07-19
Biomimetics,2019,4,3,52,Normal Issue,https://doi.org/10.3390/biomimetics4030052,Accepted,2019-07-23
Biomimetics,2019,4,3,52,Normal Issue,https://doi.org/10.3390/biomimetics4030052,Published,2019-07-25
Biomimetics,2019,4,3,53,Normal Issue,https://doi.org/10.3390/biomimetics4030053,Received,2019-06-30
Biomimetics,2019,4,3,53,Normal Issue,https://doi.org/10.3390/biomimetics4030053,Revised,2019-07-25
Biomimetics,2019,4,3,53,Normal Issue,https://doi.org/10.3390/biomimetics4030053,Accepted,2019-07-26
Biomimetics,2019,4,3,53,Normal Issue,https://doi.org/10.3390/biomimetics4030053,Published,2019-07-28
Biomimetics,2019,4,3,54,"
(This article belongs to the Special Issue Selected Papers from ICBE2019)",https://doi.org/10.3390/biomimetics4030054,Received,2019-06-26
Biomimetics,2019,4,3,54,"
(This article belongs to the Special Issue Selected Papers from ICBE2019)",https://doi.org/10.3390/biomimetics4030054,Revised,2019-08-01
Biomimetics,2019,4,3,54,"
(This article belongs to the Special Issue Selected Papers from ICBE2019)",https://doi.org/10.3390/biomimetics4030054,Accepted,2019-08-02
Biomimetics,2019,4,3,54,"
(This article belongs to the Special Issue Selected Papers from ICBE2019)",https://doi.org/10.3390/biomimetics4030054,Published,2019-08-05
Biomimetics,2019,4,3,55,"
(This article belongs to the Special Issue Selected Papers from ICBE2019)",https://doi.org/10.3390/biomimetics4030055,Received,2019-06-28
Biomimetics,2019,4,3,55,"
(This article belongs to the Special Issue Selected Papers from ICBE2019)",https://doi.org/10.3390/biomimetics4030055,Revised,2019-08-02
Biomimetics,2019,4,3,55,"
(This article belongs to the Special Issue Selected Papers from ICBE2019)",https://doi.org/10.3390/biomimetics4030055,Accepted,2019-08-05
Biomimetics,2019,4,3,55,"
(This article belongs to the Special Issue Selected Papers from ICBE2019)",https://doi.org/10.3390/biomimetics4030055,Published,2019-08-07
Biomimetics,2019,4,3,56,"
(This article belongs to the Special Issue Proto-Architecture and Unconventional Biomaterials)",https://doi.org/10.3390/biomimetics4030056,Received,2019-02-25
Biomimetics,2019,4,3,56,"
(This article belongs to the Special Issue Proto-Architecture and Unconventional Biomaterials)",https://doi.org/10.3390/biomimetics4030056,Revised,2019-08-02
Biomimetics,2019,4,3,56,"
(This article belongs to the Special Issue Proto-Architecture and Unconventional Biomaterials)",https://doi.org/10.3390/biomimetics4030056,Accepted,2019-08-07
Biomimetics,2019,4,3,56,"
(This article belongs to the Special Issue Proto-Architecture and Unconventional Biomaterials)",https://doi.org/10.3390/biomimetics4030056,Published,2019-08-13
Biomimetics,2019,4,3,57,"
(This article belongs to the Special Issue Selected Papers from ICBE2019)",https://doi.org/10.3390/biomimetics4030057,Received,2019-06-28
Biomimetics,2019,4,3,57,"
(This article belongs to the Special Issue Selected Papers from ICBE2019)",https://doi.org/10.3390/biomimetics4030057,Revised,2019-07-25
Biomimetics,2019,4,3,57,"
(This article belongs to the Special Issue Selected Papers from ICBE2019)",https://doi.org/10.3390/biomimetics4030057,Accepted,2019-08-02
Biomimetics,2019,4,3,57,"
(This article belongs to the Special Issue Selected Papers from ICBE2019)",https://doi.org/10.3390/biomimetics4030057,Published,2019-08-13
Biomimetics,2019,4,3,58,"
(This article belongs to the Special Issue Proto-Architecture and Unconventional Biomaterials)",https://doi.org/10.3390/biomimetics4030058,Received,2019-05-06
Biomimetics,2019,4,3,58,"
(This article belongs to the Special Issue Proto-Architecture and Unconventional Biomaterials)",https://doi.org/10.3390/biomimetics4030058,Revised,2019-08-07
Biomimetics,2019,4,3,58,"
(This article belongs to the Special Issue Proto-Architecture and Unconventional Biomaterials)",https://doi.org/10.3390/biomimetics4030058,Accepted,2019-08-08
Biomimetics,2019,4,3,58,"
(This article belongs to the Special Issue Proto-Architecture and Unconventional Biomaterials)",https://doi.org/10.3390/biomimetics4030058,Published,2019-08-13
Biomimetics,2019,4,3,59,Normal Issue,https://doi.org/10.3390/biomimetics4030059,Received,2019-05-29
Biomimetics,2019,4,3,59,Normal Issue,https://doi.org/10.3390/biomimetics4030059,Revised,2019-08-08
Biomimetics,2019,4,3,59,Normal Issue,https://doi.org/10.3390/biomimetics4030059,Accepted,2019-08-19
Biomimetics,2019,4,3,59,Normal Issue,https://doi.org/10.3390/biomimetics4030059,Published,2019-08-28
Biomimetics,2019,4,3,60,"
(This article belongs to the Special Issue Selected Papers from ICBE2019)",https://doi.org/10.3390/biomimetics4030060,Received,2019-06-26
Biomimetics,2019,4,3,60,"
(This article belongs to the Special Issue Selected Papers from ICBE2019)",https://doi.org/10.3390/biomimetics4030060,Revised,2019-08-26
Biomimetics,2019,4,3,60,"
(This article belongs to the Special Issue Selected Papers from ICBE2019)",https://doi.org/10.3390/biomimetics4030060,Accepted,2019-08-27
Biomimetics,2019,4,3,60,"
(This article belongs to the Special Issue Selected Papers from ICBE2019)",https://doi.org/10.3390/biomimetics4030060,Published,2019-08-30
Biomimetics,2019,4,3,61,"
(This article belongs to the Special Issue Selected Papers from ICBE2019)",https://doi.org/10.3390/biomimetics4030061,Received,2019-06-30
Biomimetics,2019,4,3,61,"
(This article belongs to the Special Issue Selected Papers from ICBE2019)",https://doi.org/10.3390/biomimetics4030061,Revised,2019-08-18
Biomimetics,2019,4,3,61,"
(This article belongs to the Special Issue Selected Papers from ICBE2019)",https://doi.org/10.3390/biomimetics4030061,Accepted,2019-08-30
Biomimetics,2019,4,3,61,"
(This article belongs to the Special Issue Selected Papers from ICBE2019)",https://doi.org/10.3390/biomimetics4030061,Published,2019-09-03
Biomimetics,2019,4,3,62,"
(This article belongs to the Special Issue Fluid Dynamic Interactions in Biological and Bioinspired Propulsion)",https://doi.org/10.3390/biomimetics4030062,Received,2019-06-17
Biomimetics,2019,4,3,62,"
(This article belongs to the Special Issue Fluid Dynamic Interactions in Biological and Bioinspired Propulsion)",https://doi.org/10.3390/biomimetics4030062,Revised,2019-08-16
Biomimetics,2019,4,3,62,"
(This article belongs to the Special Issue Fluid Dynamic Interactions in Biological and Bioinspired Propulsion)",https://doi.org/10.3390/biomimetics4030062,Accepted,2019-08-20
Biomimetics,2019,4,3,62,"
(This article belongs to the Special Issue Fluid Dynamic Interactions in Biological and Bioinspired Propulsion)",https://doi.org/10.3390/biomimetics4030062,Published,2019-09-05
Biomimetics,2019,4,3,63,"
(This article belongs to the Special Issue Selected Papers from ICBE2019)",https://doi.org/10.3390/biomimetics4030063,Received,2019-06-28
Biomimetics,2019,4,3,63,"
(This article belongs to the Special Issue Selected Papers from ICBE2019)",https://doi.org/10.3390/biomimetics4030063,Revised,2019-09-03
Biomimetics,2019,4,3,63,"
(This article belongs to the Special Issue Selected Papers from ICBE2019)",https://doi.org/10.3390/biomimetics4030063,Accepted,2019-09-05
Biomimetics,2019,4,3,63,"
(This article belongs to the Special Issue Selected Papers from ICBE2019)",https://doi.org/10.3390/biomimetics4030063,Published,2019-09-06
Biomimetics,2019,4,3,64,"
(This article belongs to the Special Issue Morphing Aircraft Systems)",https://doi.org/10.3390/biomimetics4030064,Received,2019-06-28
Biomimetics,2019,4,3,64,"
(This article belongs to the Special Issue Morphing Aircraft Systems)",https://doi.org/10.3390/biomimetics4030064,Revised,2019-09-04
Biomimetics,2019,4,3,64,"
(This article belongs to the Special Issue Morphing Aircraft Systems)",https://doi.org/10.3390/biomimetics4030064,Accepted,2019-09-05
Biomimetics,2019,4,3,64,"
(This article belongs to the Special Issue Morphing Aircraft Systems)",https://doi.org/10.3390/biomimetics4030064,Published,2019-09-12
Biomimetics,2019,4,4,65,"
(This article belongs to the Special Issue Morphing Aircraft Systems)",https://doi.org/10.3390/biomimetics4040065,Received,2019-08-01
Biomimetics,2019,4,4,65,"
(This article belongs to the Special Issue Morphing Aircraft Systems)",https://doi.org/10.3390/biomimetics4040065,Revised,2019-09-10
Biomimetics,2019,4,4,65,"
(This article belongs to the Special Issue Morphing Aircraft Systems)",https://doi.org/10.3390/biomimetics4040065,Accepted,2019-09-19
Biomimetics,2019,4,4,65,"
(This article belongs to the Special Issue Morphing Aircraft Systems)",https://doi.org/10.3390/biomimetics4040065,Published,2019-09-21
Biomimetics,2019,4,4,66,Normal Issue,https://doi.org/10.3390/biomimetics4040066,Received,2019-06-04
Biomimetics,2019,4,4,66,Normal Issue,https://doi.org/10.3390/biomimetics4040066,Revised,2019-09-11
Biomimetics,2019,4,4,66,Normal Issue,https://doi.org/10.3390/biomimetics4040066,Accepted,2019-09-27
Biomimetics,2019,4,4,66,Normal Issue,https://doi.org/10.3390/biomimetics4040066,Published,2019-10-01
Biomimetics,2019,4,4,67,"
(This article belongs to the Special Issue Fluid Dynamic Interactions in Biological and Bioinspired Propulsion)",https://doi.org/10.3390/biomimetics4040067,Received,2019-06-26
Biomimetics,2019,4,4,67,"
(This article belongs to the Special Issue Fluid Dynamic Interactions in Biological and Bioinspired Propulsion)",https://doi.org/10.3390/biomimetics4040067,Revised,2019-08-28
Biomimetics,2019,4,4,67,"
(This article belongs to the Special Issue Fluid Dynamic Interactions in Biological and Bioinspired Propulsion)",https://doi.org/10.3390/biomimetics4040067,Accepted,2019-09-24
Biomimetics,2019,4,4,67,"
(This article belongs to the Special Issue Fluid Dynamic Interactions in Biological and Bioinspired Propulsion)",https://doi.org/10.3390/biomimetics4040067,Published,2019-10-08
Biomimetics,2019,4,4,68,Normal Issue,https://doi.org/10.3390/biomimetics4040068,Received,2019-08-05
Biomimetics,2019,4,4,68,Normal Issue,https://doi.org/10.3390/biomimetics4040068,Revised,2019-10-03
