journal,ISSN,volume,issue,narticles
crystals,2073-4352,7,5,30
crystals,2073-4352,7,6,34
crystals,2073-4352,7,7,46
crystals,2073-4352,7,8,27
crystals,2073-4352,7,9,26
crystals,2073-4352,7,10,40
crystals,2073-4352,7,11,29
crystals,2073-4352,7,12,33
crystals,2073-4352,8,1,49
crystals,2073-4352,8,2,58
crystals,2073-4352,8,3,34
crystals,2073-4352,8,4,40
crystals,2073-4352,8,5,50
crystals,2073-4352,8,6,27
crystals,2073-4352,8,7,45
crystals,2073-4352,8,8,28
crystals,2073-4352,8,9,35
crystals,2073-4352,8,10,30
crystals,2073-4352,8,11,43
crystals,2073-4352,8,12,35
crystals,2073-4352,9,1,56
crystals,2073-4352,9,2,63
crystals,2073-4352,9,3,61
crystals,2073-4352,9,4,44
crystals,2073-4352,9,5,51
crystals,2073-4352,9,6,48
crystals,2073-4352,9,7,53
crystals,2073-4352,9,8,58
crystals,2073-4352,9,9,51
crystals,2073-4352,9,10,60
crystals,2073-4352,9,11,60
crystals,2073-4352,9,12,73
crystals,2073-4352,10,1,53
crystals,2073-4352,10,2,89
crystals,2073-4352,10,3,94
crystals,2073-4352,10,4,102
crystals,2073-4352,10,5,83
crystals,2073-4352,10,6,129
crystals,2073-4352,10,7,80
crystals,2073-4352,10,8,87
crystals,2073-4352,10,9,134
crystals,2073-4352,10,10,104
crystals,2073-4352,10,11,114
crystals,2073-4352,10,12,96
crystals,2073-4352,11,1,77
crystals,2073-4352,11,2,143
crystals,2073-4352,11,3,100
crystals,2073-4352,11,4,135
crystals,2073-4352,11,5,117
crystals,2073-4352,11,6,145
crystals,2073-4352,11,7,124
crystals,2073-4352,11,8,168
crystals,2073-4352,11,9,141
crystals,2073-4352,11,10,119
crystals,2073-4352,11,11,168
crystals,2073-4352,11,12,159
crystals,2073-4352,12,1,123
crystals,2073-4352,12,2,179
crystals,2073-4352,12,3,135
crystals,2073-4352,12,4,129
crystals,2073-4352,12,5,184
crystals,2073-4352,12,6,127
crystals,2073-4352,12,7,137
crystals,2073-4352,12,8,167
crystals,2073-4352,12,9,143
crystals,2073-4352,12,10,177
crystals,2073-4352,12,11,183
crystals,2073-4352,12,12,167
crystals,2073-4352,13,1,154
crystals,2073-4352,13,2,212
crystals,2073-4352,13,3,11
curroncol,1718-7729,24,1,22
curroncol,1718-7729,24,2,25
curroncol,1718-7729,24,3,23
curroncol,1718-7729,24,4,21
curroncol,1718-7729,24,5,23
curroncol,1718-7729,24,6,22
curroncol,1718-7729,25,1,29
curroncol,1718-7729,25,2,19
curroncol,1718-7729,25,3,18
curroncol,1718-7729,25,4,19
curroncol,1718-7729,25,5,25
curroncol,1718-7729,25,6,24
curroncol,1718-7729,26,1,29
curroncol,1718-7729,26,2,35
curroncol,1718-7729,26,3,33
curroncol,1718-7729,26,4,31
curroncol,1718-7729,26,5,20
curroncol,1718-7729,26,6,19
curroncol,1718-7729,27,1,19
curroncol,1718-7729,27,2,28
curroncol,1718-7729,27,3,27
curroncol,1718-7729,27,4,21
curroncol,1718-7729,27,5,21
curroncol,1718-7729,27,6,23
curroncol,1718-7729,28,1,98
curroncol,1718-7729,28,2,48
curroncol,1718-7729,28,3,65
curroncol,1718-7729,28,4,68
curroncol,1718-7729,28,5,80
curroncol,1718-7729,28,6,97
curroncol,1718-7729,29,1,35
curroncol,1718-7729,29,2,74
curroncol,1718-7729,29,3,66
curroncol,1718-7729,29,4,59
curroncol,1718-7729,29,5,69
curroncol,1718-7729,29,6,46
curroncol,1718-7729,29,7,60
curroncol,1718-7729,29,8,63
curroncol,1718-7729,29,9,55
curroncol,1718-7729,29,10,104
curroncol,1718-7729,29,11,76
curroncol,1718-7729,29,12,76
curroncol,1718-7729,30,1,98
curroncol,1718-7729,30,2,96
curroncol,1718-7729,30,3,9
diagnostics,2075-4418,7,1,18
diagnostics,2075-4418,7,2,19
diagnostics,2075-4418,7,3,16
diagnostics,2075-4418,7,4,8
diagnostics,2075-4418,8,1,21
diagnostics,2075-4418,8,2,20
diagnostics,2075-4418,8,3,26
diagnostics,2075-4418,8,4,18
diagnostics,2075-4418,9,1,35
diagnostics,2075-4418,9,2,30
diagnostics,2075-4418,9,3,58
diagnostics,2075-4418,9,4,103
diagnostics,2075-4418,10,1,54
diagnostics,2075-4418,10,2,70
diagnostics,2075-4418,10,3,53
diagnostics,2075-4418,10,4,75
diagnostics,2075-4418,10,5,88
diagnostics,2075-4418,10,6,94
diagnostics,2075-4418,10,7,71
diagnostics,2075-4418,10,8,101
diagnostics,2075-4418,10,9,127
diagnostics,2075-4418,10,10,123
diagnostics,2075-4418,10,11,135
diagnostics,2075-4418,10,12,122
diagnostics,2075-4418,11,1,146
diagnostics,2075-4418,11,2,235
diagnostics,2075-4418,11,3,197
diagnostics,2075-4418,11,4,157
diagnostics,2075-4418,11,5,180
diagnostics,2075-4418,11,6,215
diagnostics,2075-4418,11,7,172
diagnostics,2075-4418,11,8,217
diagnostics,2075-4418,11,9,216
diagnostics,2075-4418,11,10,203
diagnostics,2075-4418,11,11,229
diagnostics,2075-4418,11,12,237
diagnostics,2075-4418,12,1,226
diagnostics,2075-4418,12,2,331
diagnostics,2075-4418,12,3,213
diagnostics,2075-4418,12,4,249
diagnostics,2075-4418,12,5,279
diagnostics,2075-4418,12,6,211
diagnostics,2075-4418,12,7,264
diagnostics,2075-4418,12,8,257
diagnostics,2075-4418,12,9,236
diagnostics,2075-4418,12,10,299
diagnostics,2075-4418,12,11,330
diagnostics,2075-4418,12,12,329
diagnostics,2075-4418,13,1,168
diagnostics,2075-4418,13,2,163
diagnostics,2075-4418,13,3,246
diagnostics,2075-4418,13,4,237
diagnostics,2075-4418,13,5,29
diversity,1424-2818,9,1,18
diversity,1424-2818,9,2,6
diversity,1424-2818,9,3,15
diversity,1424-2818,9,4,16
diversity,1424-2818,10,1,16
diversity,1424-2818,10,2,32
diversity,1424-2818,10,3,55
diversity,1424-2818,10,4,27
diversity,1424-2818,11,1,14
diversity,1424-2818,11,2,14
diversity,1424-2818,11,3,19
diversity,1424-2818,11,4,19
diversity,1424-2818,11,5,18
diversity,1424-2818,11,6,14
diversity,1424-2818,11,7,19
diversity,1424-2818,11,8,23
diversity,1424-2818,11,9,33
diversity,1424-2818,11,10,29
diversity,1424-2818,11,11,17
diversity,1424-2818,11,12,28
diversity,1424-2818,12,1,40
diversity,1424-2818,12,2,45
diversity,1424-2818,12,3,35
diversity,1424-2818,12,4,46
diversity,1424-2818,12,5,43
diversity,1424-2818,12,6,51
diversity,1424-2818,12,7,25
diversity,1424-2818,12,8,30
diversity,1424-2818,12,9,48
diversity,1424-2818,12,10,45
diversity,1424-2818,12,11,33
diversity,1424-2818,12,12,47
diversity,1424-2818,13,1,35
diversity,1424-2818,13,2,64
diversity,1424-2818,13,3,38
diversity,1424-2818,13,4,38
diversity,1424-2818,13,5,44
diversity,1424-2818,13,6,60
diversity,1424-2818,13,7,56
diversity,1424-2818,13,8,63
diversity,1424-2818,13,9,57
diversity,1424-2818,13,10,51
diversity,1424-2818,13,11,101
diversity,1424-2818,13,12,78
diversity,1424-2818,14,1,60
diversity,1424-2818,14,2,92
diversity,1424-2818,14,3,79
diversity,1424-2818,14,4,76
diversity,1424-2818,14,5,107
diversity,1424-2818,14,6,87
diversity,1424-2818,14,7,81
diversity,1424-2818,14,8,111
diversity,1424-2818,14,9,83
diversity,1424-2818,14,10,118
diversity,1424-2818,14,11,115
diversity,1424-2818,14,12,133
diversity,1424-2818,15,1,123
diversity,1424-2818,15,2,185
diversity,1424-2818,15,3,18
drones,2504-446X,1,1,5
drones,2504-446X,2,1,11
drones,2504-446X,2,2,10
drones,2504-446X,2,3,10
drones,2504-446X,2,4,14
drones,2504-446X,3,1,30
drones,2504-446X,3,2,21
drones,2504-446X,3,3,23
drones,2504-446X,3,4,10
drones,2504-446X,4,1,8
drones,2504-446X,4,2,19
drones,2504-446X,4,3,33
drones,2504-446X,4,4,19
drones,2504-446X,5,1,23
drones,2504-446X,5,2,30
drones,2504-446X,5,3,48
drones,2504-446X,5,4,50
drones,2504-446X,6,1,27
drones,2504-446X,6,2,27
drones,2504-446X,6,3,25
drones,2504-446X,6,4,19
drones,2504-446X,6,5,36
drones,2504-446X,6,6,19
drones,2504-446X,6,7,31
drones,2504-446X,6,8,35
drones,2504-446X,6,9,44
drones,2504-446X,6,10,48
drones,2504-446X,6,11,59
drones,2504-446X,6,12,61
drones,2504-446X,7,1,64
drones,2504-446X,7,2,82
drones,2504-446X,7,3,8
electronics,2079-9292,6,1,24
electronics,2079-9292,6,2,24
electronics,2079-9292,6,3,21
electronics,2079-9292,6,4,40
electronics,2079-9292,7,1,10
electronics,2079-9292,7,2,16
electronics,2079-9292,7,3,15
electronics,2079-9292,7,4,14
electronics,2079-9292,7,5,22
electronics,2079-9292,7,6,22
electronics,2079-9292,7,7,26
electronics,2079-9292,7,8,28
electronics,2079-9292,7,9,55
electronics,2079-9292,7,10,59
electronics,2079-9292,7,11,74
electronics,2079-9292,7,12,113
electronics,2079-9292,8,1,115
electronics,2079-9292,8,2,140
electronics,2079-9292,8,3,114
electronics,2079-9292,8,4,100
electronics,2079-9292,8,5,125
electronics,2079-9292,8,6,127
electronics,2079-9292,8,7,100
electronics,2079-9292,8,8,92
electronics,2079-9292,8,9,147
electronics,2079-9292,8,10,144
electronics,2079-9292,8,11,168
electronics,2079-9292,8,12,187
electronics,2079-9292,9,1,200
electronics,2079-9292,9,2,179
electronics,2079-9292,9,3,162
electronics,2079-9292,9,4,160
electronics,2079-9292,9,5,178
electronics,2079-9292,9,6,177
electronics,2079-9292,9,7,124
electronics,2079-9292,9,8,152
electronics,2079-9292,9,9,223
electronics,2079-9292,9,10,192
electronics,2079-9292,9,11,237
electronics,2079-9292,9,12,225
electronics,2079-9292,10,1,97
electronics,2079-9292,10,2,123
electronics,2079-9292,10,3,143
electronics,2079-9292,10,4,160
electronics,2079-9292,10,5,111
electronics,2079-9292,10,6,126
electronics,2079-9292,10,7,112
electronics,2079-9292,10,8,112
electronics,2079-9292,10,9,145
electronics,2079-9292,10,10,93
electronics,2079-9292,10,11,145
electronics,2079-9292,10,12,137
electronics,2079-9292,10,13,104
electronics,2079-9292,10,14,138
electronics,2079-9292,10,15,123
electronics,2079-9292,10,16,174
electronics,2079-9292,10,17,139
electronics,2079-9292,10,18,137
electronics,2079-9292,10,19,129
electronics,2079-9292,10,20,112
electronics,2079-9292,10,21,167
electronics,2079-9292,10,22,158
electronics,2079-9292,10,23,163
electronics,2079-9292,10,24,139
electronics,2079-9292,11,1,169
electronics,2079-9292,11,2,121
electronics,2079-9292,11,3,213
electronics,2079-9292,11,4,167
electronics,2079-9292,11,5,164
electronics,2079-9292,11,6,137
electronics,2079-9292,11,7,194
electronics,2079-9292,11,8,125
electronics,2079-9292,11,9,224
electronics,2079-9292,11,10,150
electronics,2079-9292,11,11,138
electronics,2079-9292,11,12,120
electronics,2079-9292,11,13,186
electronics,2079-9292,11,14,170
electronics,2079-9292,11,15,197
electronics,2079-9292,11,16,158
electronics,2079-9292,11,17,167
electronics,2079-9292,11,18,174
electronics,2079-9292,11,19,286
electronics,2079-9292,11,20,162
electronics,2079-9292,11,21,219
electronics,2079-9292,11,22,196
electronics,2079-9292,11,23,228
electronics,2079-9292,11,24,174
electronics,2079-9292,12,1,252
electronics,2079-9292,12,2,220
electronics,2079-9292,12,3,307
electronics,2079-9292,12,4,288
electronics,2079-9292,12,5,31
energies,1996-1073,10,1,146
energies,1996-1073,10,2,114
energies,1996-1073,10,3,151
energies,1996-1073,10,4,170
energies,1996-1073,10,5,153
energies,1996-1073,10,6,95
energies,1996-1073,10,7,243
energies,1996-1073,10,8,171
energies,1996-1073,10,9,202
energies,1996-1073,10,10,236
energies,1996-1073,10,11,248
energies,1996-1073,10,12,252
energies,1996-1073,11,1,257
energies,1996-1073,11,2,215
energies,1996-1073,11,3,217
energies,1996-1073,11,4,333
energies,1996-1073,11,5,300
energies,1996-1073,11,6,294
energies,1996-1073,11,7,305
energies,1996-1073,11,8,258
energies,1996-1073,11,9,313
energies,1996-1073,11,10,370
energies,1996-1073,11,11,377
energies,1996-1073,11,12,299
energies,1996-1073,12,1,199
energies,1996-1073,12,2,133
energies,1996-1073,12,3,242
energies,1996-1073,12,4,193
energies,1996-1073,12,5,194
energies,1996-1073,12,6,222
energies,1996-1073,12,7,224
energies,1996-1073,12,8,177
energies,1996-1073,12,9,237
energies,1996-1073,12,10,212
energies,1996-1073,12,11,194
energies,1996-1073,12,12,226
energies,1996-1073,12,13,185
energies,1996-1073,12,14,202
energies,1996-1073,12,15,197
energies,1996-1073,12,16,166
energies,1996-1073,12,17,201
energies,1996-1073,12,18,185
energies,1996-1073,12,19,215
energies,1996-1073,12,20,217
energies,1996-1073,12,21,201
energies,1996-1073,12,22,180
energies,1996-1073,12,23,202
energies,1996-1073,12,24,213
energies,1996-1073,13,1,286
energies,1996-1073,13,2,220
energies,1996-1073,13,3,266
energies,1996-1073,13,4,241
energies,1996-1073,13,5,282
energies,1996-1073,13,6,236
energies,1996-1073,13,7,326
energies,1996-1073,13,8,265
energies,1996-1073,13,9,285
energies,1996-1073,13,10,266
energies,1996-1073,13,11,356
energies,1996-1073,13,12,267
energies,1996-1073,13,13,214
energies,1996-1073,13,14,244
energies,1996-1073,13,15,283
energies,1996-1073,13,16,239
energies,1996-1073,13,17,311
energies,1996-1073,13,18,399
energies,1996-1073,13,19,250
energies,1996-1073,13,20,289
energies,1996-1073,13,21,327
energies,1996-1073,13,22,304
energies,1996-1073,13,23,316
energies,1996-1073,13,24,280
energies,1996-1073,14,1,255
energies,1996-1073,14,2,264
energies,1996-1073,14,3,270
energies,1996-1073,14,4,425
energies,1996-1073,14,5,300
energies,1996-1073,14,6,279
energies,1996-1073,14,7,238
energies,1996-1073,14,8,310
energies,1996-1073,14,9,392
energies,1996-1073,14,10,241
energies,1996-1073,14,11,386
energies,1996-1073,14,12,355
energies,1996-1073,14,13,351
energies,1996-1073,14,14,320
energies,1996-1073,14,15,329
energies,1996-1073,14,16,501
energies,1996-1073,14,17,373
energies,1996-1073,14,18,415
energies,1996-1073,14,19,436
energies,1996-1073,14,20,415
energies,1996-1073,14,21,596
energies,1996-1073,14,22,376
energies,1996-1073,14,23,366
energies,1996-1073,14,24,412
energies,1996-1073,15,1,393
energies,1996-1073,15,2,279
energies,1996-1073,15,3,579
energies,1996-1073,15,4,346
energies,1996-1073,15,5,356
energies,1996-1073,15,6,348
energies,1996-1073,15,7,407
energies,1996-1073,15,8,260
energies,1996-1073,15,9,505
energies,1996-1073,15,10,375
energies,1996-1073,15,11,331
energies,1996-1073,15,12,329
energies,1996-1073,15,13,425
energies,1996-1073,15,14,379
energies,1996-1073,15,15,450
energies,1996-1073,15,16,337
energies,1996-1073,15,17,395
energies,1996-1073,15,18,366
energies,1996-1073,15,19,591
energies,1996-1073,15,20,369
energies,1996-1073,15,21,503
energies,1996-1073,15,22,453
energies,1996-1073,15,23,484
energies,1996-1073,15,24,397
energies,1996-1073,16,1,571
energies,1996-1073,16,2,441
energies,1996-1073,16,3,546
energies,1996-1073,16,4,523
energies,1996-1073,16,5,66
entropy,1099-4300,19,1,45
entropy,1099-4300,19,2,40
entropy,1099-4300,19,3,48
entropy,1099-4300,19,4,47
entropy,1099-4300,19,5,54
entropy,1099-4300,19,6,53
entropy,1099-4300,19,7,87
entropy,1099-4300,19,8,54
entropy,1099-4300,19,9,73
entropy,1099-4300,19,10,63
entropy,1099-4300,19,11,65
entropy,1099-4300,19,12,67
entropy,1099-4300,20,1,77
entropy,1099-4300,20,2,69
entropy,1099-4300,20,3,65
entropy,1099-4300,20,4,96
entropy,1099-4300,20,5,84
entropy,1099-4300,20,6,89
entropy,1099-4300,20,7,64
entropy,1099-4300,20,8,78
entropy,1099-4300,20,9,97
entropy,1099-4300,20,10,89
entropy,1099-4300,20,11,84
entropy,1099-4300,20,12,100
entropy,1099-4300,21,1,99
entropy,1099-4300,21,2,119
entropy,1099-4300,21,3,110
entropy,1099-4300,21,4,108
entropy,1099-4300,21,5,103
entropy,1099-4300,21,6,85
entropy,1099-4300,21,7,95
entropy,1099-4300,21,8,97
entropy,1099-4300,21,9,100
entropy,1099-4300,21,10,111
entropy,1099-4300,21,11,105
entropy,1099-4300,21,12,105
entropy,1099-4300,22,1,127
entropy,1099-4300,22,2,131
entropy,1099-4300,22,3,115
entropy,1099-4300,22,4,120
entropy,1099-4300,22,5,99
entropy,1099-4300,22,6,117
entropy,1099-4300,22,7,88
entropy,1099-4300,22,8,111
entropy,1099-4300,22,9,156
entropy,1099-4300,22,10,125
entropy,1099-4300,22,11,143
entropy,1099-4300,22,12,110
entropy,1099-4300,23,1,128
entropy,1099-4300,23,2,132
entropy,1099-4300,23,3,120
entropy,1099-4300,23,4,112
entropy,1099-4300,23,5,146
entropy,1099-4300,23,6,148
entropy,1099-4300,23,7,137
entropy,1099-4300,23,8,174
entropy,1099-4300,23,9,139
entropy,1099-4300,23,10,133
entropy,1099-4300,23,11,185
entropy,1099-4300,23,12,151
entropy,1099-4300,24,1,138
entropy,1099-4300,24,2,168
entropy,1099-4300,24,3,127
entropy,1099-4300,24,4,136
entropy,1099-4300,24,5,174
entropy,1099-4300,24,6,104
entropy,1099-4300,24,7,163
entropy,1099-4300,24,8,161
entropy,1099-4300,24,9,150
entropy,1099-4300,24,10,184
entropy,1099-4300,24,11,195
entropy,1099-4300,24,12,152
entropy,1099-4300,25,1,179
entropy,1099-4300,25,2,211
entropy,1099-4300,25,3,13
fermentation,2311-5637,3,1,12
fermentation,2311-5637,3,2,16
fermentation,2311-5637,3,3,19
fermentation,2311-5637,3,4,21
fermentation,2311-5637,4,1,20
fermentation,2311-5637,4,2,28
fermentation,2311-5637,4,3,32
fermentation,2311-5637,4,4,23
fermentation,2311-5637,5,1,29
fermentation,2311-5637,5,2,22
fermentation,2311-5637,5,3,32
fermentation,2311-5637,5,4,20
fermentation,2311-5637,6,1,38
fermentation,2311-5637,6,2,24
fermentation,2311-5637,6,3,31
fermentation,2311-5637,6,4,33
fermentation,2311-5637,7,1,43
fermentation,2311-5637,7,2,55
fermentation,2311-5637,7,3,101
fermentation,2311-5637,7,4,122
fermentation,2311-5637,8,1,37
fermentation,2311-5637,8,2,53
fermentation,2311-5637,8,3,45
fermentation,2311-5637,8,4,54
fermentation,2311-5637,8,5,53
fermentation,2311-5637,8,6,49
fermentation,2311-5637,8,7,53
fermentation,2311-5637,8,8,72
fermentation,2311-5637,8,9,53
fermentation,2311-5637,8,10,102
fermentation,2311-5637,8,11,92
fermentation,2311-5637,8,12,92
fermentation,2311-5637,9,1,78
fermentation,2311-5637,9,2,119
fermentation,2311-5637,9,3,10
fire,2571-6255,1,1,18
fire,2571-6255,1,2,15
fire,2571-6255,1,3,19
fire,2571-6255,2,1,16
fire,2571-6255,2,2,20
fire,2571-6255,2,3,15
fire,2571-6255,2,4,10
fire,2571-6255,3,1,7
fire,2571-6255,3,2,18
fire,2571-6255,3,3,28
fire,2571-6255,3,4,20
fire,2571-6255,4,1,14
fire,2571-6255,4,2,16
fire,2571-6255,4,3,32
fire,2571-6255,4,4,36
fire,2571-6255,5,1,30
fire,2571-6255,5,2,25
fire,2571-6255,5,3,29
fire,2571-6255,5,4,40
fire,2571-6255,5,5,49
fire,2571-6255,5,6,44
fire,2571-6255,6,1,35
fire,2571-6255,6,2,44
fire,2571-6255,6,3,5
fishes,2410-3888,2,1,4
fishes,2410-3888,2,2,4
fishes,2410-3888,2,3,8
fishes,2410-3888,2,4,5
fishes,2410-3888,3,1,17
fishes,2410-3888,3,2,7
fishes,2410-3888,3,3,12
fishes,2410-3888,3,4,13
fishes,2410-3888,4,1,22
fishes,2410-3888,4,2,13
fishes,2410-3888,4,3,13
fishes,2410-3888,4,4,12
fishes,2410-3888,5,1,10
fishes,2410-3888,5,2,9
fishes,2410-3888,5,3,11
fishes,2410-3888,5,4,7
fishes,2410-3888,6,1,8
fishes,2410-3888,6,2,13
fishes,2410-3888,6,3,21
fishes,2410-3888,6,4,42
fishes,2410-3888,7,1,52
fishes,2410-3888,7,2,40
fishes,2410-3888,7,3,49
fishes,2410-3888,7,4,70
fishes,2410-3888,7,5,89
fishes,2410-3888,7,6,99
fishes,2410-3888,8,1,57
fishes,2410-3888,8,2,63
fishes,2410-3888,8,3,5
foods,2304-8158,6,1,9
foods,2304-8158,6,2,7
foods,2304-8158,6,3,7
foods,2304-8158,6,4,8
foods,2304-8158,6,5,7
foods,2304-8158,6,6,7
foods,2304-8158,6,7,10
foods,2304-8158,6,8,16
foods,2304-8158,6,9,12
foods,2304-8158,6,10,9
foods,2304-8158,6,11,10
foods,2304-8158,6,12,10
foods,2304-8158,7,1,10
foods,2304-8158,7,2,17
foods,2304-8158,7,3,15
foods,2304-8158,7,4,23
foods,2304-8158,7,5,15
foods,2304-8158,7,6,15
foods,2304-8158,7,7,21
foods,2304-8158,7,8,13
foods,2304-8158,7,9,25
foods,2304-8158,7,10,20
foods,2304-8158,7,11,17
foods,2304-8158,7,12,16
foods,2304-8158,8,1,40
foods,2304-8158,8,2,45
foods,2304-8158,8,3,26
foods,2304-8158,8,4,31
foods,2304-8158,8,5,36
foods,2304-8158,8,6,48
foods,2304-8158,8,7,52
foods,2304-8158,8,8,76
foods,2304-8158,8,9,71
foods,2304-8158,8,10,97
foods,2304-8158,8,11,71
foods,2304-8158,8,12,100
foods,2304-8158,9,1,109
foods,2304-8158,9,2,138
foods,2304-8158,9,3,131
foods,2304-8158,9,4,159
foods,2304-8158,9,5,147
foods,2304-8158,9,6,156
foods,2304-8158,9,7,125
foods,2304-8158,9,8,172
foods,2304-8158,9,9,202
foods,2304-8158,9,10,177
foods,2304-8158,9,11,206
foods,2304-8158,9,12,192
foods,2304-8158,10,1,199
foods,2304-8158,10,2,282
foods,2304-8158,10,3,207
foods,2304-8158,10,4,218
foods,2304-8158,10,5,243
foods,2304-8158,10,6,287
foods,2304-8158,10,7,240
foods,2304-8158,10,8,291
foods,2304-8158,10,9,271
foods,2304-8158,10,10,272
foods,2304-8158,10,11,382
foods,2304-8158,10,12,268
foods,2304-8158,11,1,134
foods,2304-8158,11,2,112
foods,2304-8158,11,3,244
foods,2304-8158,11,4,132
foods,2304-8158,11,5,151
foods,2304-8158,11,6,121
foods,2304-8158,11,7,170
foods,2304-8158,11,8,110
foods,2304-8158,11,9,197
foods,2304-8158,11,10,157
foods,2304-8158,11,11,138
foods,2304-8158,11,12,152
foods,2304-8158,11,13,173
foods,2304-8158,11,14,181
foods,2304-8158,11,15,209
foods,2304-8158,11,16,161
foods,2304-8158,11,17,176
foods,2304-8158,11,18,211
foods,2304-8158,11,19,222
foods,2304-8158,11,20,158
foods,2304-8158,11,21,234
foods,2304-8158,11,22,204
foods,2304-8158,11,23,195
foods,2304-8158,11,24,177
foods,2304-8158,12,1,228
foods,2304-8158,12,2,199
foods,2304-8158,12,3,255
foods,2304-8158,12,4,225
foods,2304-8158,12,5,34
forests,1999-4907,8,1,29
forests,1999-4907,8,2,22
forests,1999-4907,8,3,43
forests,1999-4907,8,4,43
forests,1999-4907,8,5,39
forests,1999-4907,8,6,44
forests,1999-4907,8,7,40
forests,1999-4907,8,8,41
forests,1999-4907,8,9,52
forests,1999-4907,8,10,51
forests,1999-4907,8,11,55
forests,1999-4907,8,12,49
forests,1999-4907,9,1,47
forests,1999-4907,9,2,50
forests,1999-4907,9,3,59
forests,1999-4907,9,4,69
forests,1999-4907,9,5,58
forests,1999-4907,9,6,86
forests,1999-4907,9,7,72
forests,1999-4907,9,8,63
forests,1999-4907,9,9,77
forests,1999-4907,9,10,79
forests,1999-4907,9,11,68
forests,1999-4907,9,12,56
forests,1999-4907,10,1,76
forests,1999-4907,10,2,124
forests,1999-4907,10,3,92
forests,1999-4907,10,4,68
forests,1999-4907,10,5,100
forests,1999-4907,10,6,67
forests,1999-4907,10,7,80
forests,1999-4907,10,8,101
forests,1999-4907,10,9,115
forests,1999-4907,10,10,111
forests,1999-4907,10,11,114
forests,1999-4907,10,12,111
forests,1999-4907,11,1,122
forests,1999-4907,11,2,128
forests,1999-4907,11,3,112
forests,1999-4907,11,4,120
forests,1999-4907,11,5,121
forests,1999-4907,11,6,108
forests,1999-4907,11,7,74
forests,1999-4907,11,8,112
forests,1999-4907,11,9,128
forests,1999-4907,11,10,97
forests,1999-4907,11,11,112
forests,1999-4907,11,12,140
forests,1999-4907,12,1,108
forests,1999-4907,12,2,150
forests,1999-4907,12,3,123
forests,1999-4907,12,4,132
forests,1999-4907,12,5,137
forests,1999-4907,12,6,164
forests,1999-4907,12,7,146
forests,1999-4907,12,8,176
forests,1999-4907,12,9,157
forests,1999-4907,12,10,135
forests,1999-4907,12,11,182
forests,1999-4907,12,12,201
forests,1999-4907,13,1,135
forests,1999-4907,13,2,226
forests,1999-4907,13,3,128
forests,1999-4907,13,4,143
forests,1999-4907,13,5,183
forests,1999-4907,13,6,150
forests,1999-4907,13,7,188
forests,1999-4907,13,8,186
forests,1999-4907,13,9,188
forests,1999-4907,13,10,215
forests,1999-4907,13,11,226
forests,1999-4907,13,12,221
forests,1999-4907,14,1,165
forests,1999-4907,14,2,273
forests,1999-4907,14,3,19
fractalfract,2504-3110,1,1,17
fractalfract,2504-3110,2,1,15
fractalfract,2504-3110,2,2,4
fractalfract,2504-3110,2,3,3
fractalfract,2504-3110,2,4,8
fractalfract,2504-3110,3,1,13
fractalfract,2504-3110,3,2,23
fractalfract,2504-3110,3,3,10
fractalfract,2504-3110,3,4,8
fractalfract,2504-3110,4,1,9
fractalfract,2504-3110,4,2,20
fractalfract,2504-3110,4,3,18
fractalfract,2504-3110,4,4,13
fractalfract,2504-3110,5,1,25
fractalfract,2504-3110,5,2,33
fractalfract,2504-3110,5,3,74
fractalfract,2504-3110,5,4,151
fractalfract,2504-3110,6,1,48
fractalfract,2504-3110,6,2,76
fractalfract,2504-3110,6,3,51
fractalfract,2504-3110,6,4,51
fractalfract,2504-3110,6,5,55
fractalfract,2504-3110,6,6,62
fractalfract,2504-3110,6,7,60
fractalfract,2504-3110,6,8,58
fractalfract,2504-3110,6,9,71
fractalfract,2504-3110,6,10,86
fractalfract,2504-3110,6,11,72
fractalfract,2504-3110,6,12,59
fractalfract,2504-3110,7,1,98
fractalfract,2504-3110,7,2,107
fractalfract,2504-3110,7,3,4
gels,2310-2861,3,1,11
gels,2310-2861,3,2,12
gels,2310-2861,3,3,11
gels,2310-2861,3,4,12
gels,2310-2861,4,1,24
gels,2310-2861,4,2,31
gels,2310-2861,4,3,24
gels,2310-2861,4,4,8
gels,2310-2861,5,1,18
gels,2310-2861,5,2,14
gels,2310-2861,5,3,10
gels,2310-2861,5,4,5
gels,2310-2861,6,1,10
gels,2310-2861,6,2,8
gels,2310-2861,6,3,14
gels,2310-2861,6,4,19
gels,2310-2861,7,1,32
gels,2310-2861,7,2,42
gels,2310-2861,7,3,74
gels,2310-2861,7,4,129
gels,2310-2861,8,1,63
gels,2310-2861,8,2,75
gels,2310-2861,8,3,58
gels,2310-2861,8,4,52
gels,2310-2861,8,5,78
gels,2310-2861,8,6,64
gels,2310-2861,8,7,67
gels,2310-2861,8,8,68
gels,2310-2861,8,9,74
gels,2310-2861,8,10,85
gels,2310-2861,8,11,73
gels,2310-2861,8,12,81
gels,2310-2861,9,1,71
gels,2310-2861,9,2,99
gels,2310-2861,9,3,5
genes,2073-4425,8,1,44
genes,2073-4425,8,2,39
genes,2073-4425,8,3,21
genes,2073-4425,8,4,22
genes,2073-4425,8,5,19
genes,2073-4425,8,6,23
genes,2073-4425,8,7,21
genes,2073-4425,8,8,18
genes,2073-4425,8,9,27
genes,2073-4425,8,10,55
